分词,评分,评论时间
感觉 还 行 买 箱 斤,5,2023-11-05 13:33:22
图片 天差地别,1,2023-11-05 12:35:43
收到 打开 感觉 味 甜水 份 很多 很 好吃,5,2023-11-05 09:25:22
口感 特别 好 京东 商品 质量 值得 信赖,5,2023-11-04 21:03:06
好 产品 好 品质 好 服务 宝贝 确实 值 价钱 商家 点 赞 物流 很快 质感 很 好 很 漂亮 很 喜欢 终于 买 满意 商品 超出 期望 非常 喜欢 身边 人 都 问 链接 正品 棒棒 哒 价格 很 优惠 挺 好 还 会 再 买,5,2023-11-04 19:18:48
水分 足 可惜 没 味道,5,2023-11-04 11:44:10
应该 放 很 久 都 点 变味 还 没 上次 拼 好,2,2023-11-04 09:24:54
没有 一点点 甜味 稍微 点 酸 还 带有 一点点 苦难 吃,1,2023-11-04 02:36:47
黄金 葡萄柚 收到 水 份 好吃 快递 快 全 五星 好评,5,2023-11-03 22:08:34
买 后悔 里面 白色 不 金黄 买 斤 只 发 三 小 干瘪 五 斤 都 没有 店家 服务 态度 还 没 说,5,2023-11-03 21:01:41
水份 充足 第一 次 购买 感觉,5,2023-11-03 20:53:27
口味 不错 喜欢 口味,5,2023-11-03 19:22:54
质量 很 好 买 很 合 心意 棒棒 哒 需要 亲们 放心 购买 宝贝 描述 基本 一致 发货 很 快 值得 买 酸酸 不 太 甜,5,2023-10-07 11:04:03
物流 很快 包装 完好 无 破损 一共 价格 还 挺 实惠 吃 柚子 好处 多多 感觉 不怎么 甜 水分 足 点 更 好,5,2023-09-28 19:52:44
水分 非常 充足 比较 清 甜 发货 速度 比较 快 都 差不多 大 味道 差不多 稍微 点 苦 总体 来说 非常 值得 推荐 大家 放心 购买 噢,5,2023-10-06 19:52:40
一个个 都 蛮 大 差不多 斤 只 大 小 比较 匀称 皮 不 薄 含水量 高 新鲜度 口感 清新 吃 比较 解腻 挺 开 胃 价格 略 高,5,2023-10-01 18:38:19
款 葡萄柚 质量 挺 好 挺 好吃 隔 段 时间 再 吃 会 更 甜 更 好吃 会 回购 水果 营养 价值 比较 高 葡萄柚 个头 比较 大 比较 新鲜 保存 买 箱,5,2023-09-28 13:03:59
斤 柚子 斤 大小 差不多 大 本人 喜欢 款 柚子 次 吃 只 刚刚 好 柚子 水份 充足 维生素 含量 丰富 每天 只 补充 能量 不错,5,2023-09-27 12:23:18
很 新鲜 不错 点赞,5,2023-10-20 21:58:42
好 大 果整 整个 看上去 很 新鲜 价格 便宜 还 包运费,5,2023-11-03 12:25:56
大大 葡萄柚 吃 起来 很 甜汁 水 很多 棒棒,5,2023-11-02 08:01:26
特别 重 箱 活动 价格 很 便宜 值得 买 抓紧 团购 双 十一 杀 红眼 已经 冲鸭,5,2023-11-01 11:21:27
一半 好 一半 不 放 久 怪味 网上 买 东西 总 瑕砒 便宜 差品 加 起来 实体店 差不多 体验 感 不好,5,2023-11-03 12:13:25
收到 货 后 试 一下 很 不错 质量 很 好 值得 拥有 五星 好评,5,2023-11-03 12:11:16
口感 不 很 好 酸,5,2023-11-03 11:19:57
宝贝 收到 卖家 发货 很快 物流 很 强大 客服 态度 极 好 很 耐心 人 亲切感 非常 喜欢 精美 包装 高端 氛围 看出 卖家 非常 细心 宝贝 真的 很 好 图片 一致 没有 区别 真的 很 物有所值,5,2023-11-03 09:22:53
个人 觉得 很 不错,5,2023-11-03 09:14:54
水果摊 买 水分 差 一点,3,2023-11-03 07:41:47
口感 好吃 起来 水分 很 足 吃 完 回购,5,2023-11-03 05:02:22
果子 形态 均 匀月 中 也许 买 早甜度 还 差 一点月 应该 很 好吃,5,2023-11-02 17:07:46
坏,1,2023-11-02 15:34:22
昨天 晚上 收到 货 今天 剖开 尝尝 口感 实在 非常 差酸 完全 不 甜 卖家 宣传 完全 不符 联系 客服 是否 退货 这家 客服 说 生鲜 不 退 之前 还 买 寄 朋友 吃 完 都 感觉 不 住 朋友,1,2023-11-02 11:57:46
葡萄柚 还 不 很 甜 不 酸 水分 挺足,5,2023-11-02 10:12:02
葡萄柚 不错 口感 行,5,2023-11-01 22:35:12
水 很多 皮 薄 不 算 很 甜,5,2023-11-01 22:01:50
吃 不 习惯,5,2023-11-01 22:00:38
大家 自行 看 图 谨慎 入 坑,1,2023-11-01 18:33:06
口感 很 差 皮厚 水份 不足 苦 不 甜 应该 买 质量 最 差 葡萄柚,5,2023-11-01 16:55:59
苦苦 苦苦 苦苦 苦苦 苦苦 苦苦,1,2023-11-01 16:18:29
很 大 手 都 大 水分 很多 挺 甜 好吃 没有 坏 一共 称 一下 kg 真 不错,5,2023-10-29 18:31:29
太 超值 新鲜 汁 一点 不 酸超 满意,5,2023-10-28 20:12:55
商家 描述 超 好吃 水份 好 个头 挺 大 实体 店 划算 真心 好,5,2023-10-28 19:48:51
发货 快 包装 完好无损 柚子 水分 充足 很 好吃,5,2023-10-27 07:16:21
性价比 高 物流 快 非常 满意,5,2023-10-26 11:55:25
爆汁 很 甜皮 很 薄 超赞,5,2023-10-25 11:04:29
葡萄柚 个头 大 但皮 很 薄 汁水 丰富 很 喜欢,5,2023-10-25 10:36:32
皮薄 汁 很 不错,5,2023-10-21 18:11:43
果子 很 好 大 小 均匀,5,2023-09-23 21:18:28
水果 都 烂 掉,1,2023-09-27 20:44:36
味道 特 苦 客服 告诉 别 吃膜 告诉 不用 吃膜 还 告诉 榨汁 喝 榨汁 不 苦 服,5,2023-10-31 16:23:21
总体 来说 还 不错 味道 纯正 包装 有点 散 不 太 适合 长途跋涉,5,2023-10-31 12:06:32
商品 收到 使用 下来 感觉,5,2023-10-31 10:45:32
商品 非常 喜欢 已经 多次 回购,5,2023-10-31 08:54:31
味道 还 行 坏果,5,2023-10-30 22:26:39
水份 很 足 不 算 不 算 甜 比较 适合 现在 吃,5,2023-10-30 22:17:02
不 建议 购买 不 酸 不 甜 一点 都 没 味道 不 水果 店 里 卖 好吃,4,2023-10-30 20:06:00
非常 好吃 喜欢 水果,5,2023-10-30 16:40:04
水份 很 足,5,2023-10-29 22:16:11
好苦 苦瓜 都 出 都 觉得 难以 下 咽,5,2023-10-29 20:34:05
买 回来 感觉 有点 苦 两 天 吃 吃 看,5,2023-10-29 20:33:10
不好 吃 两端 干 水 还 没什么 味道,5,2023-10-29 19:44:43
口感 不错 非常 新鲜 甜度,5,2023-09-22 18:40:23
柚子 很 新鲜 手中 沉甸甸 证明 水分 十足 皮 薄 肉 味道 不错,5,2023-11-06 20:59:41
很 划算,5,2023-11-06 12:32:39
一共 甜度 新鲜度 中 规 中 矩,4,2023-10-28 17:44:13
不 够 甜 分量 不足,3,2023-10-28 16:25:21
个头 大 味道 不错,5,2023-10-28 15:21:27
好吃 值得 购买,5,2023-10-28 10:58:28
不 新鲜,5,2023-10-28 10:12:29
清 甜 好吃 千万 不要 吃 一点皮不然 苦 只 吃 果肉,5,2023-10-28 07:40:31
非常 好吃 希望 做 活动,5,2023-10-27 19:47:28
水 份 好吃 值得 购买,5,2023-10-27 19:09:12
葡萄柚 质量 不错 微甜 大 品牌 质量 保证 价格 实惠 促销 力度 大 值得 拥有,5,2023-10-27 14:00:38
性价比 高 继续 购买 相信 京东 平台,5,2023-10-27 13:46:53
好吃 实惠 放心 购买,5,2023-10-26 18:25:51
都 不 容易 不 好评 很 差 评价 确实 很,4,2023-10-26 17:55:38
水果 不错 新鲜 包装 有点 差 水果 皮厚 应该 问题 不 大,5,2023-10-25 21:04:01
价廉物美 味道 不错,5,2023-10-25 19:51:37
很 好,5,2023-11-03 18:49:25
不 好吃 没什么 甜味,2,2023-11-06 22:25:07
特大 味道 稍 差 点 都 还 不错,5,2023-10-24 14:18:10
没有 烂果 味道 不 酸 不 甜,5,2023-10-24 10:09:12
确实 纯甜 一点 不 酸 挺 好,5,2023-10-24 00:10:51
箱 九 大 小,5,2023-10-23 20:43:07
价格 真,5,2023-10-23 20:20:31
味道 不错 甜甜的,5,2023-10-23 15:56:06
水分 足 味道 很 好,5,2023-10-23 14:22:59
葡萄柚 子 真 好吃 不 酸 甜 物流 快 快递 服务 好 快递员 都 送货上门 价格 实惠 商家 服务 好,5,2023-10-22 20:12:45
不 甜 水份 很多 爱情 味道 还 不错,5,2023-10-22 13:57:30
中,5,2023-10-22 13:18:21
同一家 店 链接 福建 发货 次 梅州 发货 好像 味道 没 区别 收到 货 个头 大 小开 最 小 纯 甜 果肉 不 苦 不 酸瓣膜 微苦,5,2023-10-21 20:31:41
很 满意 次 购物 商家 服务 好 发货 神速 物流 很 给力 宝贝 收到 后 非常 喜欢 买 放心 安心,5,2023-10-21 18:20:18
水分 足 还 好,5,2023-10-21 16:23:34
不 甜 一点 都 不 甜慎 买,5,2023-10-21 11:29:35
葡萄柚 口感 不错 水份 很 足,5,2023-10-25 08:24:57
包装 完好无损 葡萄 柚品 相好无坏果 非常 满意,5,2023-10-20 16:06:12
水分 足 很 甜,5,2023-10-19 19:39:02
非常 喜欢 很 不错 次 购物 体验 活动 再 买,5,2023-10-18 11:06:14
水果 很 好 很 新鲜 性价比 超高,5,2023-10-17 22:11:55
很 甜汁 水 饱满 甜 中 带 点 苦果 肉 很 嫩 好吃,5,2023-10-16 18:24:48
今天 品尝 前 两 天 送 葡萄柚 质量 不错 水份 很 足 好吃 再次 考虑 购买 水果 品种,5,2023-10-13 18:53:58
非常 差生 发 出来 酸酸 一点 汁水 没有 干巴 吃 正宗 葡萄柚 完全 不,1,2023-10-13 17:45:11
今天 下单 很快 收到 多次 回购,5,2023-10-13 15:25:25
包装 完好 物流 快 质量 不错 秋季 应季 水果 健康 营养 值得 购买,5,2023-10-11 20:50:08
次 买 酸味 没有 第一 次 买 甜 好吃,5,2023-10-11 17:31:25
橙子 真的 很 好吃 炖烤 炒 煮 蒸 都 非常 好吃 生 吃 更 好 呵呵,5,2023-10-08 19:03:43
没收,5,2023-10-08 18:51:14
不错 公斤 还 没 吃 应该 挺 好吃,5,2023-10-08 17:01:38
味道 不错 价格 不 高,5,2023-10-08 15:34:56
不 酸 不 算 甜 水分 不足 只能 算 般,5,2023-10-08 10:14:22
感觉 不 太 好吃 苦 体验 非常 差 次 购物,5,2023-10-07 05:20:55
五 斤 四 不 太 实惠,5,2023-10-06 17:01:39
发货 超级 快 货 超级 快 包装 很 精致 真 开启 新 世界 大门,5,2023-10-05 23:40:42
挺 好吃 看 大家 选择,5,2023-10-05 18:25:40
味道 不 很 甜 水份,5,2023-10-05 13:57:24
五 斤 四 看 还 不错 四 大小 差别 不 大 每个 斤 以上 四 四 斤 半 希望 味道 好,5,2023-10-05 10:37:02
水分 很 好 还 保 新鲜度 价格 实在 优惠,5,2023-10-01 20:59:26
不错 物美价廉,5,2023-10-01 08:54:07
蛮 好 柚子 很 新鲜 好 次 购物 相信 会 做 越来越 好,5,2023-09-28 13:20:53
好吃 好吃 不怎甜 水份 很 足,5,2023-09-26 21:33:50
味道 很 好 大家 都 说 好吃,5,2023-09-26 16:36:29
服务 很 好 果子 很 靓,5,2023-09-24 18:12:10
好 新鲜 皮薄 水分 十足 超级 实惠,5,2023-09-21 21:10:42
非常 好吃 日期 新鲜 非常 满意 次 购物,5,2023-09-16 13:21:55
好吃 日期 新鲜 水分 足 非常 满意 次 购物,5,2023-09-16 13:21:27
酸酸甜甜 味道 很 好 新鲜 便宜 营养 好 非常 满意 次 购物,5,2023-09-16 13:20:14
很 新 鲜活 肉 厚实 一点 不 酸 好吃,5,2023-09-13 07:33:29
柚子 水分 充足 很 甜 好吃 大 包装 完好 很 满意,5,2023-09-03 12:41:25
非常 好吃 水分 很 足 酸甜可口 买 值,5,2023-09-03 11:06:16
柚子 很 新鲜 个头 很 大 份 量足,5,2023-08-30 18:29:13
火龙果 收到 品质 一级 棒 包装 不错 没有 坏果 物流 很快 价格 合理 很 实惠 喜欢 朋友 下 单 咯,5,2023-08-11 17:46:07
物流 快 吃 再 买 点,5,2023-11-01 12:05:47
葡萄柚 今天 收到 一共 都 好 大 没有 坏果 葡萄柚 新鲜 不错,5,2023-10-28 20:48:31
十几 元 买 九 斤 大果 水果 新鲜 以前 买 口感 喜欢 次 应该 不 会 人 失望,5,2023-10-28 19:52:32
物流 快 没 太 久 收到 货 每个 果 都 g 以上 总克 总 以上 很 良心 卖家 以后 机会 再 回购,5,2023-10-22 19:34:37
刚刚 收到 快递 迫不及待 打开 皮 很 薄 挺 甜 水 特别 还 赠送 榨汁 工具薅 羊毛 非常 便宜 四 不 小 还 会 光顾 推荐 大家,5,2023-10-18 17:54:25
真 太 甜 香甜 汁 份量 十足 没 想到 商家 太 给力 直接 发 四 确实 太 划 算 必须 推荐 下次 一定 还要 购买,5,2023-10-25 21:28:12
葡萄柚 没 问题 挺 好 下 亟待解决 顶 焦度计 顶焦 度计 亟待解决 巨型 回电 不 舍 实物 租呜呜 好 都 觉得 很 深,5,2023-10-12 16:47:15
箱 八 味道 还 行 感觉 没有 去年 买 甜 不 牌子 总体 还 孩子 还 挺 爱 吃 剥 适合 现在 季节 吃,4,2023-10-18 21:55:57
口感 十分 香甜 适口 价格 不 贵 更 妙 味道 倍儿 棒 开 胃 爽口 余 还 享受 丰富 滋味 果子 还 特别 新鲜 一点 坏 都 没有 发现 真是 太 好,5,2023-11-03 14:45:04
款 葡萄柚 真的 很 好吃 水份 充足 比较 好 剥皮 关键 皮 很 薄 点 淡淡的 苦味 小朋友 都 很 喜欢 下 单 天 收到 很 方便,5,2023-11-08 17:19:31
葡萄柚 收到 打开 尝 很 甜汁 味道 鲜美 酸 苦 红柚 来说 味道 不知 好 物流 很快 会 回购 推荐 购买,5,2023-11-08 13:43:21
次 购买 一下子 买 两 箱 味道 特别 好吃 水分 很 大 快递 速度 挺 快 价格 不 贵 头 均匀 箱 京东 自营 品质 放心,5,2023-11-08 08:50:44
京东 自营 水果 质量 保障 款 葡萄柚 水分 特别 家里 大小 朋友 都 喜欢 吃 葡萄柚 一点 都 不 酸 超级 甜 满满的 维生素 c 补充 京东 服务 好,5,2023-11-07 11:46:56
水分 足 头 大 很 新鲜 微苦口感,4,2023-11-09 23:19:13
很 新鲜 头 不 小 微苦 水分 足,4,2023-11-09 23:10:36
水分 很 足 很 新鲜 微苦 口感,4,2023-11-09 23:10:04
葡萄柚 新鲜度 偏 软 点 干 箱 五,4,2023-11-09 22:18:51
皮薄肉厚 水分 足,4,2023-11-09 22:13:08
两 不同 包装 感觉 不 同一个 水果 供应商 家里 买 第一 次 甜柚 鲜 蓝色 包装 家里 说 很 好吃 下 单 后面 变成 信琦 果业 黄色 包装 口感 没 第一 次 好 点 苦,3,2023-11-09 22:12:49
终于 收到 货 非常 非常 喜欢 精致 漂亮 已经 很多 人 夸 真的 太 开心 已经 他家 忠实 粉丝 以后 还 会 继续 买 买 买,5,2023-11-09 21:26:26
榨汁 好 喝,5,2023-11-09 21:04:58
爸妈 喜欢 吃 双十一 价格 美丽 货 还,5,2023-11-09 18:01:22
个头 很 大 还 不错,5,2023-11-09 17:45:23
一如既往 支持 信赖 京鲜生 完美 品质 合理 价格 值得 消费者 购买 今年 双十一 买 第七 箱 很 喜欢 吃 葡萄柚 汁水 丰满 微酸带 甜 很 棒 口感 超 爱,5,2023-11-09 17:03:48
到货 很快 味道 不错 很 新鲜,5,2023-11-09 16:30:21
非常 好吃,5,2023-11-09 16:28:45
很 好吃 很 甜汁 水 爱 吃,5,2023-11-09 15:47:31
不错 不错 味道 好,5,2023-11-09 15:45:53
水果 很 新鲜 味道 很 好,5,2023-11-09 15:44:14
京东 自营 款 葡萄柚 真的 好好 吃 酸甜 可口,5,2023-11-09 14:41:31
葡萄柚 真 不错 水分 充足 一点 甜味 血糖 高高的 人 来说 很 适合 吃 渣汁 分离 很 不错 商家 松 简易 渣汁 小 工具 不错 使用 方便 携带,5,2023-11-09 14:04:02
葡萄柚 水分 超级 小朋友 都 特别 爱 吃 葡萄柚 头 大 小 合适 每次 吃 完 柚子 特别 甜满满的 维生素 c 太 喜欢 葡萄柚,5,2023-11-07 11:44:52
包装 好 少女心 箱 里面 大概 七八 葡萄柚 水分 特别 足 吃 汁 水流 手上 程度 联系 布垫 吃 不好 清理 很 甜,5,2023-11-07 08:57:36
京鲜生 葡萄柚 粒装 礼盒 单果 gg 葡萄柚 很 新鲜 无 坏果 不 很 甜 股 特别 清香味 很 好吃 京东 购物 安心 实惠,5,2023-11-06 16:47:18
好吃 终于 收到 需要 宝贝 东西 很 好 价 美 物 廉 谢谢 掌柜 说 实在 最 满意 次 购物 下次 需要 话 还 会 再,5,2023-11-06 09:32:26
g 五 斤 应该 收到 买 菜 便宜 块 两,3,2023-11-07 10:48:42
物流 相当 不错 快递员 人 很 好 京东 快递 很快 天 第一 次 买 葡萄柚 惊艳 非常 水 非常 甜 非常 好 剥 皮 爱 爱,5,2023-11-05 13:42:21
京东 快递 真 太 快 昨天 晚上 点 左右 刚 下单 今天 上午 神速 特别 喜欢 葡萄柚 以前 京 东生鲜 买 好几 箱 品质 很 不错 特意 新鲜 上市 再 对比 一下 品质 是否 降质,5,2023-11-05 11:14:27
很 好 葡萄柚 品质 很 好 值得 购买 京东 自营 渠道 可靠 品质 值得 信赖 活动 力度 很 大 价格 实惠 发货 及时 快递 很快 快递员 送货上门 很 方便 服务 态度 很 好,5,2023-11-05 03:41:04
大部分 时间 都 京东 上 购物 省钱 省事 省 力气 比如说 款 产品 质量 好 价钱 省 一半 性价比 真的 很 高 产品 都 很 好 超市 门店 卖 品质 家人 都 很 喜欢 真 不错 售后服务 不错 好评 满满的,5,2023-11-04 23:47:46
非常 感谢 京东 太 漂亮 太 好看 蛮 好 实体店 穿 上 好看 太 漂亮 好看 从来 没 看到 好看 东西 质量,5,2023-11-03 22:14:50
还 不错 送 榨汁 小 东西 榨 杯 孩子 喜欢 喝,5,2023-11-09 08:15:57
京东 自营 水果 还 值得 信赖 价格 便宜 果品 新鲜,5,2023-11-09 07:34:00
真的 很 好吃 下次 还 会 继续,5,2023-11-09 07:07:05
青皮 确实 黄皮 好吃 太,5,2023-11-09 06:01:07
好吃 不要 不要 小朋友 天 榨汁 喝 清 甜 爽口 新鲜 汁 回购 两 箱,5,2023-11-09 03:09:09
五 每个 都 很 大 皮薄 汁,5,2023-11-08 22:30:15
超市 买 差不多 很 嫩汁 水 很多 很 好吃 随意 配图 哈哈哈 东西 吃 完 拍 不,5,2023-11-08 21:50:33
坏 掉,2,2023-11-08 21:22:38
好吃水 份 好吃,5,2023-11-08 19:18:19
东西 很 喜欢 质量 很 好 价格 买 真 很 划算 东西 很 喜欢 质量 很 好 价格 买 真 很 划算,5,2023-11-08 18:50:26
收到 三 黄 胖胖 还 羡慕 四五,5,2023-11-08 18:36:17
情况 烂 发,1,2023-11-08 18:13:42
果子 不怎么 滴 辜负,2,2023-11-08 18:01:52
水分 好多 甜 好吃 物美价廉,5,2023-11-08 17:30:44
心仪已久 果断 下 手 之后 感觉 很 不错 正品 快递 很 给力 名副其实 东西 已经 收到 手感 不错 用料 扎实 质量 很 好 平常用 基本 没有 问题,5,2023-11-08 17:24:43
京东 配送 速度 不 全网 第一 快 品质 好 质量 还 保证 价格 全网 最低价 售 后 还 放心 不 满意 直接 退 还 想 滴 服务 不 发财 发财 放心 大胆 去 买 质量 杠杠的,5,2023-11-08 16:48:37
五 斤 挺 新鲜 还 没 吃,5,2023-11-08 16:42:10
柚子 不错 水分 特别 足 榨汁 喝 正 正好 真 非常 不错 京东 快递,5,2023-11-03 16:37:36
价格 合理 很 新鲜 个头儿 都 很 大 分量 十足 水分 充足 口感 酸酸甜甜 大人 孩子 都 喜欢 吃 价格 很 划算 推荐 购买 很 满意,5,2023-11-02 12:56:40
葡萄 收到 京东 购物 平台 营 商铺 上 购买 次 买 两 箱 总体 来说 以前 吃 感觉 都 很 不错 不 知道 次 买 味道 吃 后 再 追评 基于 京东 认可 习惯性 给予 好评,5,2023-11-02 11:48:43
次 葡萄柚 个头 非常 大 摸 上 去 感觉 水分 挺 充足 还 没有 来得及 吃 希望 好 目前 京东 上 买 水果 还 没有 才 过来 价格 还 算 合适,5,2023-11-01 19:32:03
包装 很 完美 颜值 很 高 感觉 物超 值 客服 非常 耐心 细致 发货 快 物流 给力 以后 还 会 再 赞赞 赞赞 赞赞 赞赞 赞赞 赞赞 赞赞 赞赞 赞赞,5,2023-10-31 17:00:44
宝贝 很 好 不得不 说 客服 态度 太 好 尺寸 刚刚 好 质量 非常 好 店家 包装 太 用心 值得 推荐 性价比 非常 高 放心 购买 做工 非常 精致 值得 购买 优惠 赶紧 入手 正品 包装 非常 好 没有 破损 质量 没 说棒,5,2023-10-31 14:57:44
京鲜生 葡萄柚 粒装 礼盒 单果 gg 非常 新鲜 没有 坏果 次 买 送 老人 不 太 甜汁 水 非常 好 京东 购物 安心 实惠,5,2023-10-31 14:44:55
款 葡萄柚 汁 水 真的 很 足 箱 十几 都 包装 精美 还 送 榨汁 小 工具 天 一下子 吃 完 皮 很 薄 不 苦 没有 怪 味道 好吃 会 回购,5,2023-10-31 10:18:48
