分词,评分,评论时间
公司员工年中秋礼品之一，一口气买了将近个，全部完好送达，水分很足，也比较甜带点酸，性价比极其高，可开具发票，整体包装严实，所有收到礼品的同事都说好,5,2023-09-14 03:03:33
是正品，信赖商家，宝贝质感很好，价格也适中，无限回购！从没想过这么实惠的价格能买到这么好的宝贝，下次还来你家很好的购买平台，质量不错，特别是有品牌的，值得信赖本来还很担心东西不好，拿到手发现完全多虑了，五星好评,5,2023-09-23 13:53:41
商品质量非常好，完全符合卖家的描述，非常满意，真的很喜欢，完全超出预期值，发货速度非常快，包装非常细致严密，京东物流服务态度好，送货上门，非常满意的一次购物体验。,5,2023-09-16 22:02:37
质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，收到了包装很好还会在买用着不错对产品相当满意挺好的很不错，，搞活动买到还不错。用习惯了觉得用着还可以包装完整使用过评价效果发货速度非常快，包装非常仔细、严实物流公司服务态度很好，运送速度很快很满意的一次购物。不错正品，活动优惠后性价比超高，很好用，送的东西也好，第一次买还会在买用着不错对产品相当满意挺好的很不错如果效果好的话还会再买。不错用起来挺好的设计的也挺合理的值得拥有宝贝早收到了特别好特别喜欢活动买的超好，超实惠。谢谢啦绝对的好评。,5,2023-10-08 10:48:52
吃了红心柚之后，感觉白柚子就不香了，爱上了红肉柚。一下子就下单了颗回来，掰了一个出来吃，像刚从树上摘下来一样。得放几天才好吃。本身柚子就耐放的。越放越好吃,5,2023-10-02 21:18:23
又到了一年一度吃柚子的季节，每年都会囤一些慢慢吃，柚子以福建红心柚最佳，淡淡的清香入口丝丝的甜，营养丰富，又不上火，入秋的最佳选择！这款柚子满足了我的要求，推荐！,5,2023-09-30 20:38:52
海南红柚，感觉还是挺不错的哦！首先，从分量上来看，是够秤的，很重。超过了三斤哦～从口感来说，还是可以的，目前来说，柚子还没有大上市，这个算是水分比较充足吧。升糖不快，挺好的。,5,2023-09-09 10:19:18
这个季节柚子刚上市，今年的第一个柚子当然贡献给京东啦！个头中等大小，红心柚，说实话皮有点厚，水分不是特别多，口感还可以，甜甜的。,5,2023-09-08 08:18:39
柚子的个头很大，足斤，只是柚子皮稍微有些偏厚，但是果肉水分很足，酸度甜度都适中，能接受，没有苦味总体评价，还是很好吃的～,5,2023-09-05 20:13:13
个柚子，价格不贵，附近超市，一个柚子要二三十。这个柚子皮厚，水分还可以，但不是特别多的样子，味道嘛，偏酸。总体感觉还可以,4,2023-09-04 12:30:20
红肉蜜柚是一种口感清爽、甜度高的水果，含有丰富的维生素c和纤维素，有助于促进新陈代谢和增强免疫力。它的果肉鲜嫩多汁，香气浓郁。,5,2023-10-08 20:12:44
多次购买了，口感挺好，产品相对来说，比较干净，比其他的干净，不腻，发货快物流快，京东快递上门送货。推荐大家购买。服务好。,5,2023-10-08 16:47:17
首先重量非常的足够。净重足足斤。但是水果的大小不太一致，有大有小。但是，不影响使用。然后新鲜度方面儿，水果比较新鲜。水分还算比较足。运送的速度也非常快，因为是京东自营的嘛。这次搞活动买的有点儿多。慢慢吃了。性价比很高,5,2023-10-08 10:10:49
看到有活动买了些水果回老家。挺大的两个，包装的也很好，没有压坏之类的。红心的，我妈说水份还可以，不干，味道有些些酸味，清甜。,5,2023-10-07 21:51:56
买了两个京鲜生福建琯溪红色蜜柚，柚子肉是红色的，味道不错，酸甜可口。只是有点老，果肉有些硬，水分不足，影响口感。京东物流很快，好评。,4,2023-10-07 10:34:10
红心柚送到乡下及时，赶上了中秋节，老人收到过节开心，京东快递时效不错。京鲜生精选红肉蜜柚红心柚子粒装单果斤新鲜水果,5,2023-10-06 14:56:09
收到货，放了将近一周，今天开了一个看上去不错，皮还算薄，水份尚可，甜酸度微微偏点点甜，可以接受整体不错，好久没在京东买水果了，这次还算满意,5,2023-10-06 14:43:02
好吃，而且水分挺多的，不过买了两箱有的水分多一点，有的水分少一点，但是都挺好吃的，而且那一盒去送礼，而且挺高大上。一盒里面有四个。,5,2023-10-06 08:35:34
柚子大，肉多也甜，不错不错。买来送礼的，送给老人吃正合适，京东配送也很准时，物流让人放心，哪怕是农村也准时送达。满意,5,2023-10-06 01:02:57
首先送货速度很快，就是不送上门，柚子收到的时候没坏，里面的芯是红的，虽然不是很甜啊，大小的话还可以，有那么大，现在季节不建议买。,4,2023-10-04 19:26:01
味道不错，皮子有一点点厚，有活动的话可以回购的，推荐，京东买还是比较便宜，可以送货上门，而且快递也比较快，有活动还会回购,5,2023-10-04 12:42:40
最近超市的柚子价格都比较贵，刚好京东自营有活动就和苹果凑单一起买了，这个柚子的汁水挺多的，我比较喜欢吃柚子，酸甜度我觉得可以接受。,5,2023-10-03 16:24:29
买给家里爸妈的，一直不发货一直不发货，拖了三四天才发，就离谱，柚子倒是挺好的糖分又低，吃着比较健康，足斤足两的，我妈称过还ok,5,2023-10-02 14:24:39
国庆节就在家里评论产品了，放在冰箱里面存着在，给家里人买的，老婆比较喜欢吃这种柚子，中秋节给家人买的水果，整体还挺好的，苹果也买了更多。整体不错。,5,2023-10-02 11:18:42
一次买了两个，居然一个干巴巴的，没有水分，口味还马马虎虎的能吃。另外一个比较好，酸甜可口，水份十足，是标准的红心柚。价格还算实惠,5,2023-10-02 09:06:45
京东物流服务一贯地快捷优质，柚子外包装完好无损，表面也未发现有损坏的情况。柚子剥开以后，如卖家描述相符，味道不错，酸甜可口！,5,2023-10-01 13:11:08
柚子个头还蛮大的，里边也是挺正宗的，红心柚味道的话有一点不匀称，个别的部位会有一点点酸，但整个还是好吃的吧，能接受这个价位和实体店比，也算是比较便宜的。,5,2023-10-01 12:17:33
吃柚子还是得选福建琯溪的红肉蜜柚，拿在手里沉甸甸的，果肉清甜水分十足，家人都喜欢吃，柚子皮可以放冰箱里除异味，中秋节送礼的佳品。,5,2023-10-01 03:49:38
和苹果是一块买的，当时有活动，加上柚子后总价还要比单买苹果要便宜，还是比较惊喜的，当机立断买下，不过柚子比较干，可能没有到时候,5,2023-09-30 20:34:19
看着还不错。还没吃。等吃了再来评价。希望好吧真的买过一次好吃下次还能继续买。不然买的浪费了。看着还可以的希望能好吃。真的,5,2023-09-30 19:55:02
很新鲜，红色肉好吃。红柚果肉饱满，口感鲜甜多汁，营养丰富，食用后感到清爽提神。红柚的香气让人愉悦，果肉酸甜适中，可以让人享受水果的美味。,5,2023-09-29 12:42:27
柚子好吃，便宜，速度快。美滋滋，简直就是柚子爱好者的天堂，每次买完都可以了。一级棒，但是就是个头小，不过柚子水份足，也好吃。,5,2023-09-29 12:39:59
质量好性价比高活动力度大折产品新鲜味道好京东自营品牌质量有保证多次回购下单当天就到货了,5,2023-09-28 21:35:11
红肉柚子味道还可以吧，个头不是很大，味道吃下来还可以吧，比想象的好。比苹果吃上去要新鲜，不是冰冻很久的。还是要买当季的水果。,5,2023-09-27 20:44:26
这个柚子一点都不酸，两个比较熟的，两个有点青，正好可以先吃两个比较熟的，然后再吃比较青的。水分挺充足的，一点都不干。快递送货上门也挺快的。,5,2023-09-27 12:29:19
到货速度快，快递员服务态度很好，信赖京东商城网购，物美价廉，包装完好无损。果肉新鲜，水分充足，味道不错，大家可以放心购买。好评！下次还会继续购买、好评！,4,2023-09-27 10:25:14
拍了两份，每份个，水分还可以，甜度也不错，个头挺大的，三个人一顿吃了一个，就是皮厚了些，自己吃还是不错的，送人可以买礼盒装的带外包装袋,5,2023-09-26 12:43:02
福建琯溪红肉蜜柚，秋天必备的水果，一盒两个装，个头匀称，表皮易剥离，气味氛芳，果肉鲜艳红润，入口即化，水分充足，口感香甜！,5,2023-09-24 09:18:07
这个柚子真的是相当小只，袋子里面装的是外面买的，幸好那么小的柚子还是挺重手的，吃起来酸甜多汁，有点意外惊喜呢！送人不那么好看，自家吃挺合适的,5,2023-09-22 22:15:57
福建红柚一直比较有名，京东品质也有保障。一盒里面个，大小符合页面介绍，斤两左右一个。打开皮有点厚，水分很足，酸甜适中，小朋友喜欢吃。,5,2023-09-22 21:56:56
京东生鲜水果季，水果套餐任选两件，果断选了柚子和阳光玫瑰葡萄，收到货了，新鲜蛮新鲜的，还没来得及拆开吃，大小均匀。,5,2023-09-22 20:10:25
果子挺大的，价格也很实惠，比水果店卖的要便宜，并且更新鲜。我妈说这个味道还挺不错的，我自己也尝试了一些。六层成的甜味，三成的酸味，一成的苦味。,5,2023-09-21 18:20:37
柚子看起来不错，都很大个，简直买到就是赚到啊啊啊！就是肚子容量有限，不然高低还得再买两箱，哎哎哎，送货快，及时，赞赞的还得回购,5,2023-09-21 11:32:35
京鲜生购买的这款精选福建琯溪红肉蜜柚一个纸盒子里面有粒装的单果重大约是斤红心的果子味道还可以吧,5,2023-09-20 22:04:37
包装箱挺漂亮的，忘记在家拍个照了，手提礼盒装。现在是吃蜜柚的时候，蜜柚皮薄，容易掰，今天在办公室开了一个大的，没有我期望的那么甜，也不怎么酸，我个人喜欢再酸甜一点的，但同事评价比较高，她觉得很好吃。还是没让我失望咯。,5,2023-09-20 12:12:38
颜色靓丽润泽，皮挺薄，个够大了。一刀切开，水分不少，味道新鲜，口感爆好，颗粒分明。老人小孩都喜欢。多吃水果也是好滴。打算多买几个分给朋友。,5,2023-09-20 10:04:52
